logged_at,run_id,model,candidate,params,cv_roc_auc_mean,cv_roc_auc_std,cv_pr_auc_mean,cv_pr_auc_std,fit_time_sec,rank_roc_auc,is_best
2026-08-20T16:56:54+00:00,20260820T164729Z,gradient_boosting,2,"{""learning_rate"": 0.172765, ""max_depth"": 3, ""min_samples_leaf"": 33, ""n_estimators"": 160, ""subsample"": 0.968815}",0.8618585381601351,0.004838537361614155,0.6984530142475179,0.012411835839430979,3.251346778869629,6,False
2026-08-20T16:56:54+00:00,20260820T164729Z,gradient_boosting,3,"{""learning_rate"": 0.026826, ""max_depth"": 3, ""min_samples_leaf"": 24, ""n_estimators"": 250, ""subsample"": 0.645001}",0.8680660087733181,0.0035724607501858166,0.7126536292788408,0.012551419054163963,3.521470308303833,2,False
2026-08-20T16:56:54+00:00,20260820T164729Z,gradient_boosting,4,"{""learning_rate"": 0.045721, ""max_depth"": 3, ""min_samples_leaf"": 13, ""n_estimators"": 377, ""subsample"": 0.943461}",0.8655615619797569,0.004436343998157603,0.7070299619603432,0.01149646435747698,9.499494457244873,4,False
2026-08-20T16:56:54+00:00,20260820T164729Z,gradient_boosting,5,"{""learning_rate"": 0.05116, ""max_depth"": 2, ""min_samples_leaf"": 17, ""n_estimators"": 365, ""subsample"": 0.799203}",0.8681829546965103,0.004683645744661798,0.7125513686871636,0.012703551541700057,5.5892048358917235,1,True
2026-08-20T16:56:54+00:00,20260820T164729Z,gradient_boosting,6,"{""learning_rate"": 0.084544, ""max_depth"": 4, ""min_samples_leaf"": 44, ""n_estimators"": 126, ""subsample"": 0.738442}",0.8641965071306947,0.0040414022501712174,0.7008725644964153,0.009718366680623909,2.5955482482910157,5,False
2026-08-20T16:56:54+00:00,20260820T164729Z,gradient_boosting,7,"{""learning_rate"": 0.029111, ""max_depth"": 2, ""min_samples_leaf"": 24, ""n_estimators"": 277, ""subsample"": 0.835528}",0.8678993727014351,0.003454365091877218,0.7127576002870895,0.012151982375027863,3.5330930233001707,3,False
2026-08-20T16:56:54+00:00,20260820T164729Z,hist_gradient_boosting,0,"{""l2_regularization"": 0.934873, ""learning_rate"": 0.012883, ""max_features"": 0.678242, ""max_iter"": 280, ""max_leaf_nodes"": 34, ""min_samples_leaf"": 44}",0.8641702378164187,0.0038227551735003206,0.7073344767202067,0.009161572968856163,1.1531839847564698,4,False
2026-08-20T16:56:54+00:00,20260820T164729Z,hist_gradient_boosting,1,"{""l2_regularization"": 0.756784, ""learning_rate"": 0.010809, ""max_features"": 0.757168, ""max_iter"": 284, ""max_leaf_nodes"": 24, ""min_samples_leaf"": 73}",0.8651550206040042,0.004032512994108051,0.7081088036220515,0.010418563824386681,1.0397006511688232,2,False
2026-08-20T16:56:54+00:00,20260820T164729Z,hist_gradient_boosting,2,"{""l2_regularization"": 0.957402, ""learning_rate"": 0.01501, ""max_features"": 0.939526, ""max_iter"": 154, ""max_leaf_nodes"": 14, ""min_samples_leaf"": 32}",0.863803733407605,0.0042171665752728515,0.7030855665773164,0.01326197464025682,0.5226667881011963,6,False
2026-08-20T16:56:54+00:00,20260820T164729Z,hist_gradient_boosting,3,"{""l2_regularization"": 0.017339, ""learning_rate"": 0.018974, ""max_features"": 0.990309, ""max_iter"": 154, ""max_leaf_nodes"": 13, ""min_samples_leaf"": 13}",0.8643473183144594,0.004243954933062345,0.7053293082764021,0.01336665923502171,0.49471244812011717,3,False
